EI,LogEI,R,Weight,n_0,n_45,EI_bin,R_bin
79158372403.37988,10.89849685598032,64.0,0.7341179465129023,18,2,"(10.896, 10.908]","(63.52, 65.48]"
80989835186.3308,10.908430515181095,66.0,0.6742130524846031,17,1,"(10.896, 10.908]","(65.48, 67.44]"
80207098232.21124,10.904212804526907,68.0,0.6102509800397515,15,1,"(10.896, 10.908]","(67.44, 69.4]"
79565927372.95433,10.900727129021009,70.0,0.5968689263088143,14,1,"(10.896, 10.908]","(69.4, 71.36]"
79913281442.73715,10.902618964269505,72.0,0.5757335475725237,13,1,"(10.896, 10.908]","(71.36, 73.32]"
79629420355.68855,10.901073554389546,74.0,0.5526880805028503,12,1,"(10.896, 10.908]","(73.32, 75.28]"
80724658259.92004,10.907006215149154,76.0,0.5213011822830715,11,1,"(10.896, 10.908]","(75.28, 77.24]"
79122168527.61555,10.898298181605696,78.0,0.49428851201044505,10,1,"(10.896, 10.908]","(77.24, 79.2]"
78886586831.43304,10.897003165943218,80.0,0.5135425794020599,9,2,"(10.896, 10.908]","(79.2, 81.16]"
79938219724.18906,10.902754472013024,82.0,0.48372760848243135,9,1,"(10.896, 10.908]","(81.16, 83.12]"
78769209091.20306,10.896356484811063,84.0,0.44500069318680546,8,1,"(10.896, 10.908]","(83.12, 85.08]"
79024421343.94452,10.8977613244034,86.0,0.5142758271274078,7,3,"(10.896, 10.908]","(85.08, 87.04]"
79229870511.41391,10.898888946142106,88.0,0.42071492533749494,7,1,"(10.896, 10.908]","(87.04, 89.0]"
80876302634.66922,10.907821288699852,90.0,0.4990216355023434,7,2,"(10.896, 10.908]","(89.0, 90.96]"
80654819587.55923,10.90663032408385,92.0,0.4473353991832472,6,2,"(10.896, 10.908]","(90.96, 92.92]"
79131260132.10281,10.89834808173991,94.0,0.4087855440495777,6,1,"(10.896, 10.908]","(92.92, 94.88]"
80294615645.73428,10.904686423563264,96.0,0.42539640104616827,6,1,"(10.896, 10.908]","(94.88, 96.84]"
80444642402.01172,10.905497125467711,98.0,0.508920165635274,6,2,"(10.896, 10.908]","(96.84, 98.8]"
79052228975.02885,10.89791411990906,100.0,0.38357866123423456,5,1,"(10.896, 10.908]","(98.8, 100.76]"
79155477534.59508,10.898480973282252,102.0,0.3996579607538378,5,1,"(10.896, 10.908]","(100.76, 102.72]"
79752930926.20146,10.901746652377327,104.0,0.3988241820635751,4,2,"(10.896, 10.908]","(102.72, 104.68]"
80333456114.54616,10.904896451629012,106.0,0.3436730203749817,4,1,"(10.896, 10.908]","(104.68, 106.64]"
79352492365.70674,10.899560571968932,108.0,0.3590503624320669,4,1,"(10.896, 10.908]","(106.64, 108.6]"
80305501347.67393,10.904745297745672,110.0,0.5706185320776547,3,5,"(10.896, 10.908]","(108.6, 110.56]"
80044106484.28433,10.903329361045092,112.0,0.51430573508947,3,4,"(10.896, 10.908]","(110.56, 112.52]"
79481692003.35374,10.900267103781239,114.0,0.4557958338630707,3,3,"(10.896, 10.908]","(112.52, 114.48]"
80396010667.0307,10.905234499142983,116.0,0.31701220847955736,3,1,"(10.896, 10.908]","(114.48, 116.44]"
79800484171.79385,10.90200552634447,118.0,0.5416451309980698,2,5,"(10.896, 10.908]","(116.44, 118.4]"
80225688717.40909,10.904313454092708,124.0,0.4221894632653838,2,3,"(10.896, 10.908]","(122.32, 124.28]"
81050330816.61708,10.908754791813012,64.0,0.7340613978451377,19,1,"(10.908, 10.921]","(63.52, 65.48]"
82703451951.90533,10.917523636908982,66.0,0.7152134755517789,17,2,"(10.908, 10.921]","(65.48, 67.44]"
81969583624.27191,10.913652729033913,68.0,0.6521395941819503,15,2,"(10.908, 10.921]","(67.44, 69.4]"
81242544807.13705,10.909783518602632,70.0,0.5908786631006555,14,1,"(10.908, 10.921]","(69.4, 71.36]"
81717039356.74925,10.912312623570802,72.0,0.5695962578281768,13,1,"(10.908, 10.921]","(71.36, 73.32]"
81566589053.60033,10.911512301388042,74.0,0.5464037642223155,12,1,"(10.908, 10.921]","(73.32, 75.28]"
82778926750.54892,10.917919791364863,76.0,0.5673819376622204,11,2,"(10.908, 10.921]","(75.28, 77.24]"
81249018742.71056,10.909818124639227,78.0,0.5414173026988315,10,2,"(10.908, 10.921]","(77.24, 79.2]"
82864865290.24321,10.918370428680769,80.0,0.5135086502014014,10,1,"(10.908, 10.921]","(79.2, 81.16]"
82492961938.13657,10.91641689737639,82.0,0.47683884977534585,9,1,"(10.908, 10.921]","(81.16, 83.12]"
81193318390.65964,10.909520291489189,84.0,0.4953942269608025,8,2,"(10.908, 10.921]","(83.12, 85.08]"
81535380263.72408,10.911346100998774,86.0,0.46266762796982697,8,1,"(10.908, 10.921]","(85.08, 87.04]"
81890853205.18625,10.913235395968536,88.0,0.4733251668878649,7,2,"(10.908, 10.921]","(87.04, 89.0]"
81377842807.46072,10.910506173238655,90.0,0.4376869398255423,7,1,"(10.908, 10.921]","(89.0, 90.96]"
83361804947.75677,10.920967109390725,92.0,0.454992717117107,7,1,"(10.908, 10.921]","(90.96, 92.92]"
82873995016.20605,10.918418274908305,94.0,0.4009656172799681,6,1,"(10.908, 10.921]","(92.92, 94.88]"
82784754940.0436,10.917950367521568,96.0,0.5479802154158867,6,3,"(10.908, 10.921]","(94.88, 96.84]"
82008080652.36024,10.9138566476255,98.0,0.4260454540883999,5,2,"(10.908, 10.921]","(96.84, 98.8]"
82578236673.08469,10.916865604969717,100.0,0.44297926680977967,5,2,"(10.908, 10.921]","(98.8, 100.76]"
82852082502.80406,10.9183034289667,102.0,0.4602468423346767,5,2,"(10.908, 10.921]","(100.76, 102.72]"
82806309885.69344,10.918063431520718,104.0,0.4778481806630912,5,2,"(10.908, 10.921]","(102.72, 104.68]"
83142717368.74251,10.919824214528683,106.0,0.47815266382307714,4,3,"(10.908, 10.921]","(104.68, 106.64]"
82278115265.31303,10.91528433480624,108.0,0.49607695787628053,4,3,"(10.908, 10.921]","(106.64, 108.6]"
82412424963.72,10.915992693328041,110.0,0.43990440158415206,4,2,"(10.908, 10.921]","(108.6, 110.56]"
82268860052.4467,10.91523547960397,112.0,0.381534741053809,4,1,"(10.908, 10.921]","(110.56, 112.52]"
81193306805.97058,10.909520229523908,114.0,0.37889140499507856,3,2,"(10.908, 10.921]","(112.52, 114.48]"
82706058431.87608,10.917537323907581,118.0,0.4018621021595964,3,2,"(10.908, 10.921]","(116.44, 118.4]"
81356437309.45975,10.910391922083814,120.0,0.3377893199896326,3,1,"(10.908, 10.921]","(118.4, 120.36]"
82251801517.08746,10.915145418845258,122.0,0.4875711585985393,2,4,"(10.908, 10.921]","(120.36, 122.32]"
81525742767.1681,10.911294764279134,128.0,0.36021526498801804,2,2,"(10.908, 10.921]","(126.24, 128.2]"
82118600309.395,10.914441538322926,132.0,0.29370661753816674,2,1,"(10.908, 10.921]","(130.16, 132.12]"
84391605263.00319,10.92629924793752,64.0,0.8144261025254996,19,3,"(10.921, 10.934]","(63.52, 65.48]"
84787011320.14644,10.928329326973266,66.0,0.7151569268840143,18,1,"(10.921, 10.934]","(65.48, 67.44]"
84257203172.78766,10.925607039091988,68.0,0.6520830455141857,16,1,"(10.921, 10.934]","(67.44, 69.4]"
85606401719.18138,10.932506242800502,70.0,0.6337625337955114,15,1,"(10.921, 10.934]","(69.4, 71.36]"
83625509451.90576,10.922338776533458,72.0,0.6135809425888505,13,2,"(10.921, 10.934]","(71.36, 73.32]"
83548031156.52818,10.921936220023182,74.0,0.5914364842922268,12,2,"(10.921, 10.934]","(73.32, 75.28]"
84057360603.04231,10.9245757490583,76.0,0.5737951849052586,12,1,"(10.921, 10.934]","(75.28, 77.24]"
84902906279.36877,10.92892255666904,78.0,0.5413796035869884,11,1,"(10.921, 10.934]","(77.24, 79.2]"
85258833136.91228,10.930739384543017,80.0,0.5067669180305038,10,1,"(10.921, 10.934]","(79.2, 81.16]"
84842421102.55597,10.92861305324949,82.0,0.5261843482401054,9,2,"(10.921, 10.934]","(81.16, 83.12]"
85842631843.51402,10.933703024167514,84.0,0.49536406767132807,9,1,"(10.921, 10.934]","(83.12, 85.08]"
84452843226.32425,10.92661427530096,86.0,0.4554684799085667,8,1,"(10.921, 10.934]","(85.08, 87.04]"
84192178189.38977,10.925271745573545,88.0,0.4806683255563656,8,1,"(10.921, 10.934]","(87.04, 89.0]"
84690829980.06235,10.927836389024273,90.0,0.43017740241010743,7,1,"(10.921, 10.934]","(89.0, 90.96]"
83585828891.80693,10.922132653566154,92.0,0.5023025892060464,6,3,"(10.921, 10.934]","(90.96, 92.92]"
85162393522.34583,10.930247858953923,94.0,0.47263225721218916,7,1,"(10.921, 10.934]","(92.92, 94.88]"
84240617700.03682,10.92552154268282,96.0,0.417406074291028,6,1,"(10.921, 10.934]","(94.88, 96.84]"
85370360378.4064,10.931307114735752,98.0,0.4341802941056053,6,1,"(10.921, 10.934]","(96.84, 98.8]"
83520094851.93913,10.921790978877182,100.0,0.37528498229246365,5,1,"(10.921, 10.934]","(98.8, 100.76]"
83851857243.76933,10.923512686283642,102.0,0.3911938818265362,5,1,"(10.921, 10.934]","(100.76, 102.72]"
83866288659.48483,10.923587424579763,104.0,0.40743654416412617,5,1,"(10.921, 10.934]","(102.72, 104.68]"
84401129493.0876,10.926348258584577,106.0,0.40643940265587675,4,2,"(10.921, 10.934]","(104.68, 106.64]"
84935334112.28659,10.929088399520861,108.0,0.35011956850014797,4,1,"(10.921, 10.934]","(106.64, 108.6]"
83813803084.07016,10.92331554738445,110.0,0.36566027337521984,4,1,"(10.921, 10.934]","(108.6, 110.56]"
84710895353.59589,10.927939272050128,112.0,0.5808978232402005,3,5,"(10.921, 10.934]","(110.56, 112.52]"
84363219554.43214,10.926153145368579,114.0,0.5234163537848804,3,4,"(10.921, 10.934]","(112.52, 114.48]"
85510648212.79985,10.932020198612602,116.0,0.3855013159382315,3,2,"(10.921, 10.934]","(114.48, 116.44]"
84603929113.7646,10.9273905326939,118.0,0.3224534469555748,3,1,"(10.921, 10.934]","(116.44, 118.4]"
83883894302.28394,10.923678584343778,120.0,0.5507557496934802,2,5,"(10.921, 10.934]","(118.4, 120.36]"
85471624386.18427,10.931821957793849,122.0,0.3433939212836368,3,1,"(10.921, 10.934]","(120.36, 122.32]"
84142038190.83952,10.925013027817817,126.0,0.4289627370265235,2,3,"(10.921, 10.934]","(124.28, 126.24]"
85385747192.24191,10.931385383190756,130.0,0.3658198662820222,2,2,"(10.921, 10.934]","(128.2, 130.16]"
86085108956.83704,10.934928033484038,64.0,0.8548188159097652,19,4,"(10.934, 10.947]","(63.52, 65.48]"
86539843152.95798,10.937216103736906,66.0,0.7562975906472463,18,2,"(10.934, 10.947]","(65.48, 67.44]"
88348242819.44131,10.946197916135828,68.0,0.6940553516846761,17,1,"(10.934, 10.947]","(67.44, 69.4]"
87296840921.45036,10.940998527838376,70.0,0.6277559343055539,15,1,"(10.934, 10.947]","(69.4, 71.36]"
88228716366.63716,10.945609960752952,72.0,0.607378307717309,14,1,"(10.934, 10.947]","(71.36, 73.32]"
86605735597.99878,10.93754665478959,74.0,0.5913912453580151,13,1,"(10.934, 10.947]","(73.32, 75.28]"
88219059193.87572,10.94556242196328,76.0,0.5608927895406715,12,1,"(10.934, 10.947]","(75.28, 77.24]"
87142990541.08223,10.940232459813693,78.0,0.534784897952279,11,1,"(10.934, 10.947]","(77.24, 79.2]"
87533172243.63403,10.942172667790478,80.0,0.5550643811860255,10,2,"(10.934, 10.947]","(79.2, 81.16]"
86586565379.72038,10.937450512871017,82.0,0.5330625511958748,10,1,"(10.934, 10.947]","(81.16, 83.12]"
88326072850.89052,10.946088921288224,84.0,0.5458978421413814,9,2,"(10.934, 10.947]","(83.12, 85.08]"
87036864374.91254,10.93970323656823,86.0,0.507030686149699,8,2,"(10.934, 10.947]","(85.08, 87.04]"
87282062925.93948,10.940925002323233,88.0,0.4732987775095747,8,1,"(10.934, 10.947]","(87.04, 89.0]"
87521485043.82562,10.942114678057765,90.0,0.48395631642761283,7,2,"(10.934, 10.947]","(89.0, 90.96]"
86862319485.72229,10.938831422152626,92.0,0.4473127797161414,7,1,"(10.934, 10.947]","(90.96, 92.92]"
85963474822.31203,10.934313962259784,94.0,0.45696123907384634,6,2,"(10.934, 10.947]","(92.92, 94.88]"
88223762188.79163,10.945585573766508,96.0,0.40942278470343174,6,1,"(10.934, 10.947]","(94.88, 96.84]"
87995104927.20438,10.944458513488426,98.0,0.5592648162275812,6,3,"(10.934, 10.947]","(96.84, 98.8]"
87077971087.3773,10.93990830144598,100.0,0.4346659843298503,5,2,"(10.934, 10.947]","(98.8, 100.76]"
87581407272.47415,10.942411919227423,102.0,0.4517631598692167,5,2,"(10.934, 10.947]","(100.76, 102.72]"
87772811810.4842,10.94336001124502,104.0,0.4691940982121004,5,2,"(10.934, 10.947]","(102.72, 104.68]"
87628346476.2936,10.942644616748597,106.0,0.48695879935850156,5,2,"(10.934, 10.947]","(104.68, 106.64]"
88320879628.48083,10.94606338574623,108.0,0.4319549155335085,5,1,"(10.934, 10.947]","(106.64, 108.6]"
88298186340.53754,10.945951783188148,110.0,0.43078360412854405,4,2,"(10.934, 10.947]","(108.6, 110.56]"
86952043027.43803,10.939279790652922,112.0,0.44784634781242705,4,2,"(10.934, 10.947]","(110.56, 112.52]"
86727013976.66663,10.938154393827412,114.0,0.38830801481494864,4,1,"(10.934, 10.947]","(112.52, 114.48]"
88068190238.21167,10.944819071878202,118.0,0.4716797263196207,3,3,"(10.934, 10.947]","(116.44, 118.4]"
86953966187.09723,10.939289396044153,120.0,0.408635375920736,3,2,"(10.934, 10.947]","(118.4, 120.36]"
88104282487.93552,10.944997018692154,122.0,0.5598663683888907,2,5,"(10.934, 10.947]","(120.36, 122.32]"
86327527551.82782,10.93614930275554,124.0,0.4955131048268142,2,4,"(10.934, 10.947]","(122.32, 124.28]"
88183813659.67392,10.945388876703255,128.0,0.43573601078766305,2,3,"(10.934, 10.947]","(126.24, 128.2]"
85893347585.59311,10.933959529154343,134.0,0.29814254636503557,2,1,"(10.934, 10.947]","(132.12, 134.08]"
88623402521.19908,10.947548419897966,66.0,0.7562410419794817,19,1,"(10.947, 10.959]","(65.48, 67.44]"
90192872518.68045,10.955172218826736,68.0,0.7362244472189873,17,2,"(10.947, 10.959]","(67.44, 69.4]"
89191997410.5337,10.950325889842972,70.0,0.6708132209148879,15,2,"(10.947, 10.959]","(69.4, 71.36]"
90199856879.25322,10.955205848444383,72.0,0.6514836296358807,14,2,"(10.947, 10.959]","(71.36, 73.32]"
88558121328.19939,10.947228394846158,74.0,0.5850905927956817,13,1,"(10.947, 10.959]","(73.32, 75.28]"
90342144589.87863,10.955890395861143,76.0,0.6070941820777183,12,2,"(10.947, 10.959]","(75.28, 77.24]"
89341838710.61032,10.95105488627836,78.0,0.5820343257985633,11,2,"(10.947, 10.959]","(77.24, 79.2]"
89096447701.87207,10.949860388950125,80.0,0.5617917876944228,11,1,"(10.947, 10.959]","(79.2, 81.16]"
89131850118.89462,10.9500329213117,82.0,0.5261504190394466,10,1,"(10.947, 10.959]","(81.16, 83.12]"
88584277594.42708,10.947356647847602,84.0,0.48831194614625584,9,1,"(10.947, 10.959]","(83.12, 85.08]"
89123732160.46834,10.94999336479957,86.0,0.5142230483708277,9,1,"(10.947, 10.959]","(85.08, 87.04]"
90403517391.84717,10.956185328198286,88.0,0.46593626663032783,8,1,"(10.947, 10.959]","(87.04, 89.0]"
89990874843.32216,10.954198473815868,90.0,0.4914628379141002,8,1,"(10.947, 10.959]","(89.0, 90.96]"
90397133517.52673,10.956154659266755,92.0,0.4396398794827198,7,1,"(10.947, 10.959]","(90.96, 92.92]"
88857297736.80373,10.948693101659302,94.0,0.46478191982569284,7,1,"(10.947, 10.959]","(92.92, 94.88]"
90655871354.06151,10.957395936551727,96.0,0.4825848227387616,7,1,"(10.947, 10.959]","(94.88, 96.84]"
89565310884.63138,10.952139837692892,98.0,0.42602660453247837,6,1,"(10.947, 10.959]","(96.84, 98.8]"
90655629197.22624,10.957394776477743,100.0,0.44296418716504243,6,1,"(10.947, 10.959]","(98.8, 100.76]"
88589936813.61775,10.947384391926224,102.0,0.3827368400667786,5,1,"(10.947, 10.959]","(100.76, 102.72]"
88841930387.79353,10.948617986477725,104.0,0.3988091024188378,5,1,"(10.947, 10.959]","(102.72, 104.68]"
88760393329.11494,10.948219218078737,106.0,0.4152151275744144,5,1,"(10.947, 10.959]","(104.68, 106.64]"
89226514783.97523,10.950493929636805,108.0,0.4140546232481785,4,2,"(10.947, 10.959]","(106.64, 108.6]"
89709685142.83282,10.952839332420098,110.0,0.35656611662531423,4,1,"(10.947, 10.959]","(108.6, 110.56]"
88439271387.05371,10.946645155956817,112.0,0.3722701843183727,4,1,"(10.947, 10.959]","(110.56, 112.52]"
91009214064.77544,10.959085363913541,114.0,0.5139529970663249,3,4,"(10.947, 10.959]","(112.52, 114.48]"
90656012215.341,10.957396611358861,116.0,0.454130664092962,3,3,"(10.947, 10.959]","(114.48, 116.44]"
89978385888.5516,10.954138198142921,118.0,0.3921112268813844,3,2,"(10.947, 10.959]","(116.44, 118.4]"
88956172407.6481,10.94917608788457,120.0,0.3278946854315923,3,1,"(10.947, 10.959]","(118.4, 120.36]"
89723293525.87354,10.95290520710732,124.0,0.348998522577641,3,1,"(10.947, 10.959]","(122.32, 124.28]"
90535718439.92598,10.956819952254644,126.0,0.5034550510550893,2,4,"(10.947, 10.959]","(124.28, 126.24]"
89365708472.46706,10.951170902709494,132.0,0.3714244675760264,2,2,"(10.947, 10.959]","(130.16, 132.12]"
89782033901.95898,10.953189439586376,136.0,0.30257847519190434,2,1,"(10.947, 10.959]","(134.08, 136.04]"
92223966915.56067,10.96484379899904,66.0,0.8389430915941144,19,3,"(10.959, 10.972]","(65.48, 67.44]"
92480492067.19618,10.966050131862564,68.0,0.7361678985512227,18,1,"(10.959, 10.972]","(67.44, 69.4]"
91696527324.45464,10.962352888642927,70.0,0.6707566722471234,16,1,"(10.959, 10.972]","(69.4, 71.36]"
92959733361.15118,10.968294869349753,72.0,0.6514308508793005,15,1,"(10.959, 10.972]","(71.36, 73.32]"
93636699331.64758,10.971446096531247,74.0,0.6301949411780949,14,1,"(10.959, 10.972]","(73.32, 75.28]"
93661816722.04897,10.971562577369925,76.0,0.6070489431435065,13,1,"(10.959, 10.972]","(75.28, 77.24]"
92966934208.13788,10.968328509366582,78.0,0.581992856775536,12,1,"(10.959, 10.972]","(77.24, 79.2]"
91481357655.37402,10.961332601254584,80.0,0.5550266820741826,11,1,"(10.959, 10.972]","(79.2, 81.16]"
91704888064.41083,10.962392485101029,82.0,0.5192453240505623,10,1,"(10.959, 10.972]","(81.16, 83.12]"
91090741058.90965,10.959474235245445,84.0,0.5388261170781506,9,2,"(10.959, 10.972]","(83.12, 85.08]"
92030865764.99625,10.963933507598567,86.0,0.5070005268602247,9,1,"(10.959, 10.972]","(85.08, 87.04]"
93154277851.92015,10.969202803460114,88.0,0.5186671453385957,8,2,"(10.959, 10.972]","(87.04, 89.0]"
93292622337.37544,10.969847300714834,90.0,0.4839299270493227,8,1,"(10.959, 10.972]","(89.0, 90.96]"
93404482507.1814,10.970367718643597,92.0,0.49458746596736053,7,2,"(10.959, 10.972]","(90.96, 92.92]"
92587844184.70555,10.966553972102643,94.0,0.45693861960674054,7,1,"(10.959, 10.972]","(92.92, 94.88]"
91500110138.18079,10.96142161682465,96.0,0.46658707896444546,6,2,"(10.959, 10.972]","(94.88, 96.84]"
93005137967.10222,10.968506941340216,98.0,0.48437917479878584,6,2,"(10.959, 10.972]","(96.84, 98.8]"
93419618926.91798,10.970438091400979,100.0,0.5705494170392758,6,3,"(10.959, 10.972]","(98.8, 100.76]"
92352626166.72452,10.965449249678812,102.0,0.44328651457130075,5,2,"(10.959, 10.972]","(100.76, 102.72]"
92782690468.19495,10.967466961829533,104.0,0.4605470529286538,5,2,"(10.959, 10.972]","(102.72, 104.68]"
92884618950.9914,10.967943803791782,106.0,0.47814135408952424,5,2,"(10.959, 10.972]","(104.68, 106.64]"
93545053029.62358,10.971020825521288,108.0,0.47812991869226507,4,3,"(10.959, 10.972]","(106.64, 108.6]"
93281336968.39203,10.969794762048666,110.0,0.43989686176178344,5,1,"(10.959, 10.972]","(108.6, 110.56]"
93161966964.3534,10.969238649385472,112.0,0.43856218753883236,4,2,"(10.959, 10.972]","(110.56, 112.52]"
93231863208.91353,10.969564363543638,114.0,0.37888009526152566,4,1,"(10.959, 10.972]","(112.52, 114.48]"
91343386222.95453,10.960677107453645,116.0,0.3950812885760882,4,1,"(10.959, 10.972]","(114.48, 116.44]"
93462025579.15076,10.970635189146192,118.0,0.5416375911757011,3,4,"(10.959, 10.972]","(116.44, 118.4]"
92584118293.71185,10.966536495008624,120.0,0.47962167254789556,3,3,"(10.959, 10.972]","(118.4, 120.36]"
93455174112.06436,10.970603350938099,122.0,0.3333359239076099,3,1,"(10.959, 10.972]","(120.36, 122.32]"
92463908532.19392,10.96597224750664,124.0,0.568976987084301,2,5,"(10.959, 10.972]","(122.32, 124.28]"
